epoch,loss,iou,val_loss,val_iou
0,0.45446420311927793,0.04032980438437964,0.43893924040523,1.1397038730364758e-10
1,0.3515687495470047,0.0017975084307495968,0.34370591291567176,1.1397038730364758e-10
2,0.3108348478873571,0.0036311538041846414,0.30456047620230575,1.1397038730364758e-10
